"pid","grp","duration","entry","exit","num","ind"
1395,"inactive",169,97,187,6294,1
1397,"inactive",138,78,162,6294,1
1399,"inactive",129,71,146,6294,1
1410,"inactive",162,92,183,6294,1
1420,"inactive",158,90,176,6294,1
1424,"inactive",154,87,173,6294,1
1426,"inactive",121,66,139,6294,1
1433,"inactive",160,91,182,6294,1
1436,"inactive",142,80,167,6294,1
1440,"inactive",156,88,172,6294,1
1448,"inactive",154,87,174,6294,1
1454,"inactive",150,84,168,6294,1
1455,"inactive",120,65,141,6294,1
1463,"inactive",182,106,203,6294,1
1471,"inactive",157,89,178,6294,1
1492,"inactive",173,99,196,6294,1
1493,"inactive",163,92,183,6294,1
1494,"inactive",173,99,200,6294,1
1495,"inactive",171,98,200,6294,1
1498,"inactive",182,106,203,6294,1
1507,"inactive",181,105,200,6294,1
1515,"inactive",178,102,196,6294,1
1517,"inactive",217,129,235,6294,1
1518,"inactive",186,109,204,6294,1
1519,"inactive",192,112,212,6294,1
1522,"inactive",185,108,204,6294,1
1523,"inactive",180,104,201,6294,1
1525,"inactive",182,106,202,6294,1
1530,"inactive",145,81,167,6294,1
1534,"inactive",197,115,217,6294,1
1537,"inactive",173,99,195,6294,1
1564,"inactive",166,94,185,6294,1
1578,"inactive",174,99,193,6294,1
1588,"inactive",154,87,175,6294,1
1592,"inactive",183,107,206,6294,1
1593,"inactive",179,103,201,6294,1
1597,"inactive",195,114,214,6294,1
1608,"inactive",150,84,167,6294,1
1616,"inactive",141,79,162,6294,1
1618,"inactive",190,111,212,6294,1
1625,"inactive",183,107,201,6294,1
1639,"inactive",183,107,204,6294,1
1648,"inactive",187,109,204,6294,1
1650,"inactive",174,99,196,6294,1
1652,"inactive",170,97,190,6294,1
1660,"inactive",126,69,142,6294,1
1661,"inactive",199,117,216,6294,1
1665,"inactive",172,98,196,6294,1
1666,"inactive",147,83,163,6294,1
1669,"inactive",156,88,176,6294,1
1675,"inactive",185,108,212,6294,1
1677,"inactive",157,89,179,6294,1
1688,"inactive",179,103,200,6294,1
1692,"inactive",201,118,219,6294,1
1693,"inactive",198,116,215,6294,1
1696,"inactive",194,113,216,6294,1
1704,"inactive",181,105,200,6294,1
1721,"inactive",219,130,237,6294,1
1729,"inactive",169,96,187,6294,1
1730,"inactive",190,111,213,6294,1
1733,"inactive",197,115,214,6294,1
1735,"inactive",196,114,214,6294,1
1738,"inactive",231,138,252,6294,1
1745,"inactive",184,107,208,6294,1
1751,"inactive",225,134,243,6294,1
1755,"inactive",218,129,239,6294,1
1759,"inactive",199,117,219,6294,1
1762,"inactive",193,112,218,6294,1
1764,"inactive",206,121,225,6294,1
1776,"inactive",208,122,228,6294,1
1777,"inactive",194,113,213,6294,1
1792,"inactive",169,96,189,6294,1
1793,"inactive",208,122,230,6294,1
1798,"inactive",218,129,239,6294,1
1799,"inactive",190,111,209,6294,1
1800,"inactive",196,114,213,6294,1
1822,"inactive",173,98,191,6294,1
1845,"inactive",198,115,218,6294,1
1848,"inactive",183,106,202,6294,1
1854,"inactive",224,133,243,6294,1
1865,"inactive",225,134,241,6294,1
1866,"inactive",190,111,209,6294,1
1868,"inactive",197,114,219,6294,1
1879,"inactive",209,123,239,6294,1
1882,"inactive",203,119,224,6294,1
